Date,Fairfield Confirmed per 100k,Hartford Confirmed per 100k,Litchfield Confirmed per 100k,Middlesex Confirmed per 100k,New Haven Confirmed per 100k,New London Confirmed per 100k,Tolland Confirmed per 100k,Windham Confirmed per 100k,Fairfield Deaths per 100k,Hartford Deaths per 100k,Litchfield Deaths per 100k,Middlesex Deaths per 100k,New Haven Deaths per 100k,New London Deaths per 100k,Tolland Deaths per 100k,Windham Deaths per 100k,Fairfield Log Confirmed,Hartford Log Confirmed,Litchfield Log Confirmed,Middlesex Log Confirmed,New Haven Log Confirmed,New London Log Confirmed,Tolland Log Confirmed,Windham Log Confirmed,Fairfield Log Deaths,Hartford Log Deaths,Litchfield Log Deaths,Middlesex Log Deaths,New Haven Log Deaths,New London Log Deaths,Tolland Log Deaths,Windham Log Deaths,Fairfield New Cases,Hartford New Cases,Litchfield New Cases,Middlesex New Cases,New Haven New Cases,New London New Cases,Tolland New Cases,Windham New Cases,Fairfield New Deaths,Hartford New Deaths,Litchfield New Deaths,Middlesex New Deaths,New Haven New Deaths,New London New Deaths,Tolland New Deaths,Windham New Deaths
3/23/20,28.62194858225948,6.840712331225047,7.208885783522705,4.925016621931099,4.79668490576854,1.5082615023792825,10.615640819792864,1.7125926940795673,0.6360433018279884,0.22428565020409996,0.0,0.0,0.0,0.0,1.326955102474108,0.0,2.432969290874406,1.792391689498254,1.146128035678238,0.9542425094393249,1.6232492903979006,0.6989700043360189,1.2304489213782739,0.47712125471966244,0.8450980400142568,0.47712125471966244,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,62.0,7.0,1.0,2.0,12.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3/24/20,40.70677131699126,9.868568608980397,12.199652864423038,4.925016621931099,10.412316014960977,2.262392253568924,12.606073473504024,1.7125926940795673,0.7420505187993198,0.22428565020409996,0.0,0.0,0.0,0.0,1.9904326537111618,0.0,2.5854607295085006,1.9493900066449128,1.3617278360175928,0.9542425094393249,1.954242509439325,0.8450980400142568,1.3010299956639813,0.47712125471966244,0.9030899869919435,0.47712125471966244,0.0,0.0,0.0,0.0,0.6020599913279624,0.0,114.0,27.0,9.0,0.0,48.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3/25/20,57.879940466346945,13.008567711837797,18.29947929663456,9.234406166120811,14.858023976404992,3.3935883803533855,17.913893883400455,1.7125926940795673,1.2720866036559768,0.22428565020409996,0.0,0.0,0.23398462954968488,0.0,1.9904326537111618,0.0,2.737987326333431,2.0681858617461617,1.5314789170422551,1.2041199826559248,2.1072099696478683,1.0,1.4471580313422192,0.47712125471966244,1.1139433523068367,0.47712125471966244,0.0,0.0,0.47712125471966244,0.0,0.6020599913279624,0.0,162.0,28.0,11.0,7.0,38.0,3.0,8.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3/26/20,64.34638070159816,15.475709864082896,24.399305728846077,11.081287399344973,18.25080110487542,4.901849882732669,21.89475919082278,2.5688890411193506,1.3780938206273083,0.22428565020409996,0.0,0.6156270777413874,0.23398462954968488,0.0,1.9904326537111618,0.0,2.783903579272735,2.143014800254095,1.6532125137753437,1.2787536009528289,2.1958996524092336,1.146128035678238,1.5314789170422551,0.6020599913279624,1.146128035678238,0.47712125471966244,0.0,0.3010299956639812,0.47712125471966244,0.0,0.6020599913279624,0.0,61.0,22.0,11.0,3.0,29.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3/27/20,79.71742716244123,21.194993944287443,28.83554313409082,15.390676943534686,25.972293880015023,5.655980633922309,21.89475919082278,2.5688890411193506,1.5901082545699712,0.22428565020409996,0.0,0.6156270777413874,0.7019538886490546,0.0,1.9904326537111618,0.0,2.8767949762007006,2.278753600952829,1.724275869600789,1.414973347970818,2.3483048630481607,1.2041199826559248,1.5314789170422551,0.6020599913279624,1.2041199826559248,0.47712125471966244,0.0,0.3010299956639812,0.8450980400142568,0.0,0.6020599913279624,0.0,145.0,51.0,8.0,7.0,66.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
3/28/20,96.25455300996892,25.56856412326739,36.04442891761352,17.23755817675885,27.610186286862817,7.164242136301592,24.548669395770993,2.5688890411193506,2.1201443394266284,0.22428565020409996,0.0,0.6156270777413874,0.7019538886490546,0.0,2.653910204948216,0.0,2.9585638832219674,2.359835482339888,1.8195439355418688,1.462397997898956,2.374748346010104,1.3010299956639813,1.5797835966168101,0.6020599913279624,1.3222192947339193,0.47712125471966244,0.0,0.3010299956639812,0.8450980400142568,0.0,0.6989700043360189,0.0,156.0,39.0,13.0,3.0,14.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3/29/20,131.9789851293076,30.951419728165792,48.24408178203657,23.393828954172722,32.757848136955886,7.541307511896413,26.539102049482157,5.994074429278485,2.2261515563979595,0.22428565020409996,0.0,0.6156270777413874,0.7019538886490546,0.0,2.653910204948216,0.0,3.095518042323151,2.4424797690644486,1.9444826721501687,1.591064607026499,2.44870631990508,1.3222192947339193,1.6127838567197355,0.9030899869919435,1.3424226808222062,0.47712125471966244,0.0,0.3010299956639812,0.8450980400142568,0.0,0.6989700043360189,0.0,337.0,48.0,22.0,10.0,44.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/30/20,153.18042852357388,37.00713228367649,62.66185334908198,30.781353887069372,43.63813341101623,9.049569014275695,33.1738775618527,8.562963470397836,2.2261515563979595,0.3364284753061499,0.5545296756555927,0.6156270777413874,0.7019538886490546,0.0,2.653910204948216,0.0,3.160168292958512,2.519827993775719,2.0569048513364727,1.7075701760979363,2.5728716022004803,1.3979400086720377,1.7075701760979363,1.0413926851582251,1.3424226808222062,0.6020599913279624,0.3010299956639812,0.3010299956639812,0.8450980400142568,0.0,0.6989700043360189,0.0,200.0,54.0,26.0,12.0,93.0,4.0,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3/31/20,198.23349573638976,44.072130265105635,67.09809075432672,34.4751163535177,60.48502673859354,10.180765141060158,37.15474286927502,9.419259817437618,4.028274244910594,0.7849997757143498,0.5545296756555927,0.6156270777413874,1.4039077772981092,0.3770653755948206,4.644342858659377,0.0,3.27207378750001,2.595496221825574,2.0863598306747484,1.7558748556724915,2.714329759745233,1.4471580313422192,1.7558748556724915,1.0791812460476249,1.591064607026499,0.9030899869919435,0.3010299956639812,0.3010299956639812,1.1139433523068367,0.3010299956639812,0.9030899869919435,0.0,425.0,63.0,8.0,6.0,144.0,3.0,6.0,1.0,17.0,4.0,0.0,0.0,6.0,1.0,3.0,0.0
4/1/20,210.5303329050642,52.59498497286143,72.64338751088265,40.631387130931564,71.48230432742874,10.934895892249799,40.47213062546029,16.269630593755885,4.876331980681245,1.2335710761225496,0.5545296756555927,1.2312541554827747,1.7548847216226364,0.3770653755948206,4.644342858659377,0.0,3.298197867109815,2.6720978579357175,2.12057393120585,1.8260748027008264,2.7867514221455614,1.4771212547196624,1.792391689498254,1.3010299956639813,1.6720978579357175,1.0791812460476249,0.3010299956639812,0.47712125471966244,1.2041199826559248,0.3010299956639812,0.9030899869919435,0.0,116.0,76.0,10.0,10.0,94.0,2.0,5.0,8.0,8.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0
4/2/20,226.00738658287855,60.44498273000494,78.18868426743857,45.55640375286267,75.69402765932307,10.934895892249799,44.45299593288261,17.982223287835453,6.890469103136542,1.4578567263266495,1.1090593513111855,1.846881233224162,1.9888693511723214,0.3770653755948206,6.634775512370539,0.0,3.3289908554494287,2.7323937598229686,2.1522883443830563,1.8750612633917,2.8115750058705933,1.4771212547196624,1.8325089127062364,1.3424226808222062,1.8195439355418688,1.146128035678238,0.47712125471966244,0.6020599913279624,1.255272505103306,0.3010299956639812,1.0413926851582251,0.0,146.0,70.0,10.0,8.0,36.0,0.0,6.0,2.0,19.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0
4/3/20,287.9156012941361,76.14497824429193,95.93363388841753,56.02206407446624,104.24015246438462,15.082615023792826,52.414726547727255,23.120001370074156,7.950541272849856,2.0185708518368997,2.218118702622371,1.2312541554827747,2.105861665947164,1.131196126784462,6.634775512370539,0.0,3.4340896384178907,2.832508912706236,2.2405492482826,1.9637878273455553,2.950364854376123,1.6127838567197355,1.9030899869919435,1.4471580313422192,1.8808135922807914,1.2787536009528289,0.6989700043360189,0.47712125471966244,1.2787536009528289,0.6020599913279624,1.0413926851582251,0.0,584.0,140.0,32.0,17.0,244.0,11.0,12.0,6.0,10.0,5.0,2.0,-1.0,1.0,2.0,0.0,0.0
4/4/20,299.3643807270399,81.41569102408828,100.92440096931789,61.562707774138744,119.80013032943866,21.492726408904776,60.3764571625719,26.54518675823329,9.116620659534501,2.915713452653299,2.772648378277964,2.4625083109655495,3.3927771284704304,1.131196126784462,6.634775512370539,0.8562963470397836,3.4510184521554574,2.8615344108590377,2.2624510897304293,2.0043213737826426,3.010723865391773,1.7634279935629373,1.9637878273455553,1.505149978319906,1.9395192526186185,1.4313637641589874,0.7781512503836436,0.6989700043360189,1.4771212547196624,0.6020599913279624,1.0413926851582251,0.3010299956639812,108.0,47.0,9.0,9.0,133.0,17.0,12.0,4.0,11.0,8.0,1.0,2.0,11.0,0.0,0.0,1.0
4/5/20,323.3220117625608,84.21926165163953,109.24234610415176,67.71897855155261,135.94506976836692,21.492726408904776,62.36688981628306,27.401483105273076,10.176692829247814,3.2521419279594492,3.3271780539335567,3.078135388706937,4.211723331894328,1.5082615023792825,7.298253063607593,0.8562963470397836,3.484442207642407,2.876217840591642,2.296665190261531,2.0453229787866576,3.0655797147284485,1.7634279935629373,1.9777236052888478,1.5185139398778875,1.9867717342662448,1.4771212547196624,0.8450980400142568,0.7781512503836436,1.568201724066995,0.6989700043360189,1.0791812460476249,0.3010299956639812,226.0,25.0,15.0,10.0,138.0,0.0,3.0,1.0,10.0,3.0,1.0,1.0,7.0,1.0,1.0,0.0
4/6/20,394.24083991638156,98.90997174000807,127.54182540078634,83.1096554950873,171.7447180894687,24.50924941366334,68.33818777741655,34.251853881591344,10.706728914104472,3.476427578163549,4.436237405244742,4.309389544189712,4.79668490576854,1.5082615023792825,8.625208166081702,0.8562963470397836,3.5705429398818973,2.9459607035775686,2.3636119798921444,2.1335389083702174,3.1670217957902564,1.8195439355418688,2.0170333392987803,1.6127838567197355,2.0086001717619175,1.505149978319906,0.9542425094393249,0.9030899869919435,1.6232492903979006,0.6989700043360189,1.146128035678238,0.3010299956639812,669.0,131.0,33.0,25.0,306.0,8.0,9.0,8.0,5.0,2.0,2.0,2.0,5.0,0.0,2.0,0.0
4/7/20,438.44584939342667,117.18925223164223,141.40506729217614,92.3440616612081,194.67521178533784,32.05055692555975,73.64600818731297,36.82074292271069,13.992952640215746,5.382855604898398,4.990767080900334,4.309389544189712,7.019538886490546,1.5082615023792825,8.625208166081702,0.8562963470397836,3.616685520895512,3.0195316845312554,2.4082399653118496,2.1789769472931693,3.2214142378423385,1.9344984512435677,2.0492180226701815,1.6434526764861874,2.123851640967086,1.6901960800285136,1.0,0.9030899869919435,1.7853298350107671,0.6989700043360189,1.146128035678238,0.3010299956639812,417.0,163.0,25.0,15.0,196.0,20.0,8.0,3.0,31.0,17.0,1.0,0.0,19.0,0.0,0.0,0.0
